appid,name,price,positive_ratings,negative_ratings,owners,average_playtime,is_multiplayer,description_length,tag_count,addictive_tag_count,addiction_level
27920,Booster Trooper,1.69,91,94,,10,0,285,5,3,Low
27940,Dead Horde,4.79,206,406,,82,0,163,8,3,Low
28000,Kane & Lynch 2: Dog Days,7.99,2822,1919,,282,0,140,20,6,Medium
29160,Blueberry Garden,3.99,96,28,,9,0,294,4,0,Low
29180,Osmos,6.99,857,105,,27,0,316,20,1,Low
29800,Caster,0.99,3277,868,,120,0,181,12,3,Low
31270,Puzzle Agent,3.99,1574,214,,69,0,335,20,0,Low
32200,Metal Drift,6.99,81,45,,91,0,280,5,2,Low
32310,Indiana Jones® and the Last Crusade™,4.79,121,32,,97,0,240,8,0,Low
32340,LOOM™,4.79,306,41,,14,0,283,13,0,Low
32350,STAR WARS™ Starfighter™,4.79,221,235,,6,0,288,7,1,Low
32360,The Secret of Monkey Island: Special Edition,7.19,2156,115,,58,0,203,17,0,Low
32370,STAR WARS™ - Knights of the Old Republic™,7.19,11569,1590,,660,0,300,20,2,High
32380,STAR WARS™ Jedi Knight: Dark Forces II,4.79,777,315,,141,0,255,16,4,Medium
32390,STAR WARS™ Jedi Knight - Mysteries of the Sith™,2.09,366,192,,30,0,339,13,4,Low
32400,STAR WARS™ - Dark Forces,4.79,1501,171,,99,0,260,13,3,Low
32420,STAR WARS™: The Clone Wars - Republic Heroes™,15.49,166,279,,2,0,264,10,3,Low
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,15.49,2287,1389,,195,0,144,14,2,Medium
32440,LEGO® Star Wars™ - The Complete Saga,15.49,3033,256,,243,0,248,20,4,Medium
32470,STAR WARS™ Empire at War - Gold Pack,15.49,6526,396,,395,0,229,20,4,High
32500,STAR WARS™: The Force Unleashed™ II,15.49,1880,1348,,249,0,153,12,2,Medium
32510,LEGO® Star Wars™ III - The Clone Wars™,15.49,825,140,,196,0,190,17,5,Medium
33120,Alien Shooter 2: Reloaded,3.99,995,84,,169,0,321,12,4,Medium
33130,Zombie Shooter,3.99,410,73,,137,0,300,10,3,Medium
33180,Zombie Shooter 2,7.19,291,85,,247,0,279,9,3,Medium
33230,Assassin's Creed 2 Deluxe Edition,8.59,14861,2639,,1046,0,130,20,4,High
33320,Prince of Persia: The Forgotten Sands™,8.59,511,263,,328,0,254,8,1,High
33460,From Dust,8.59,1356,750,,358,0,120,10,2,High
33570,Patrician III,3.99,289,86,,149,0,273,7,2,Medium
33600,Broken Sword 2 - the Smoking Mirror: Remastered,4.99,432,51,,1330,0,220,15,0,High
33610,Broken Sword 3 - the Sleeping Dragon,4.99,181,167,,9,0,293,7,0,Low
33670,Disciples III - Renaissance Steam Special Edition,9.99,166,134,,2486,0,80,5,2,High
33680,eversion,3.99,955,92,,466,0,288,16,0,High
33900,Arma 2,7.99,1728,357,,752,0,287,20,8,High
33930,Arma 2: Operation Arrowhead,11.99,17683,1519,,8488,0,256,20,8,High
34010,Alpha Protocol™,9.99,3113,785,,267,0,313,20,3,Medium
34030,Total War: NAPOLEON – Definitive Edition,0.0,8540,907,,1251,0,155,20,5,High
34190,Sonic & SEGA All-Stars Racing,4.99,614,173,,759,0,340,13,2,High
34410,Death to Spies: Moment of Truth,4.99,260,42,,2,0,272,7,2,Low
34600,Order of War™,5.99,270,98,,319,0,340,3,1,High
34820,Combat Wings: Battle of Britain,4.99,373,101,,25,0,305,6,2,Low
34830,Sniper: Ghost Warrior,5.99,2143,1728,,113,0,201,11,4,Low
34870,Sniper: Ghost Warrior 2,6.99,6775,2724,,234,0,101,20,8,Medium
34900,Bad Rats: the Rats' Revenge,0.79,10465,2981,,257,0,309,20,1,Medium
34920,Razor2: Hidden Skies,6.99,49,154,,28,0,238,7,2,Low
35000,Mini Ninjas,7.99,1612,270,,27,0,342,16,3,Low
35130,Lara Croft and the Guardian of Light,7.99,2506,237,,42,0,179,20,4,Low
35140,Batman: Arkham Asylum Game of the Year Edition,14.99,20297,865,,569,0,163,20,2,High
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,14.99,26922,2274,,771,0,43,20,6,High
35460,The Ball,6.99,606,210,,14,0,176,9,2,Low
35480,Dwarfs!?,7.99,619,177,,53,0,161,8,1,Low
35700,Trine Enchanted Edition,9.99,9448,407,,314,0,179,20,4,High
35720,Trine 2: Complete Story,13.99,16369,706,,421,1,140,20,5,High
36000,Foreign Legion: Buckets of Blood,3.99,184,111,,160,0,292,4,2,Medium
37000,The Void,6.99,581,126,,27,0,293,20,4,Low
37260,Emerald City Confidential™,7.49,50,3,,38,0,338,4,0,Low
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2.99,494,118,,10,0,266,9,0,Low
37500,Magnetis ,1.49,33,9,,49,0,263,3,0,Low
37600,Windosill,1.99,821,85,,31,0,232,12,0,Low
37800,Quantz,7.99,24,13,,5,0,283,3,0,Low
38210,Roogoo,0.79,273,66,,4,0,339,3,0,Low
38400,Fallout: A Post Nuclear Role Playing Game,7.99,6983,643,,93,0,317,20,2,Low
38410,Fallout 2: A Post Nuclear Role Playing Game,7.99,4758,321,,86,0,214,20,3,Low
38420,Fallout Tactics: Brotherhood of Steel,7.99,847,210,,16,0,342,20,5,Low
38600,Faerie Solitaire,6.99,2147,207,,266,0,182,12,0,Medium
38700,Toki Tori,3.99,1660,226,,73,0,220,12,1,Low
38720,RUSH,3.99,1069,117,,53,0,339,7,1,Low
38740,EDGE,4.99,1714,148,,41,0,172,12,1,Low
39000,Moonbase Alpha,0.0,9867,1166,,54,0,241,20,6,Low
39120,RIFT,0.0,6885,2326,,4104,0,257,20,11,High
39140,FINAL FANTASY VII,9.99,11722,878,,2443,0,302,20,3,High
39150,FINAL FANTASY VIII,9.99,5323,682,,2145,0,341,20,3,High
39190,Dungeon Siege,4.99,1179,397,,228,0,247,18,5,Medium
39200,Dungeon Siege II,4.99,813,343,,754,0,321,14,4,High
39210,FINAL FANTASY XIV Online,9.99,9808,2107,,28897,1,117,20,6,High
39500,Gothic® 3,8.99,2962,728,,1401,0,218,20,4,High
39510,Gothic II: Gold Edition,8.99,3809,475,,102,0,313,20,3,Low
39520,The Guild Gold Edition,8.99,175,75,,28,0,294,5,1,Low
39540,SpellForce - Platinum Edition,8.99,694,149,,2886,0,287,8,3,High
39650,The Guild II,8.99,385,196,,1014,0,331,10,3,High
39680,The Guild II Renaissance,8.99,1944,482,,1556,0,319,20,5,High
39690,ArcaniA,17.99,735,763,,398,0,318,12,3,High
39800,Nation Red,1.79,2093,272,,154,1,284,19,6,Medium
40100,Supreme Commander 2,8.99,5336,903,,1834,0,56,16,4,High
40300,Risen,7.99,3848,585,,994,0,338,20,4,High
40350,Lost Horizon,7.99,211,26,,34,0,339,2,0,Low
40380,nail'd,3.99,859,217,,135,0,182,6,1,Medium
40390,Risen 2: Dark Waters,7.99,2987,891,,1278,0,272,16,4,High
40400,AI War: Fleet Command,6.99,1109,205,,248,1,341,20,3,Medium
40700,Machinarium,7.99,5437,264,,165,0,219,20,0,Medium
40720,Samorost 2,3.99,716,149,,53,0,210,14,0,Low
40930,The Misadventures of P.B. Winterbottom,3.99,323,42,,19,0,147,9,0,Low
40950,Stronghold HD,3.49,2992,199,,473,0,210,20,3,High
40970,Stronghold Crusader HD,7.49,4079,170,,247,0,254,20,5,Medium
40980,Stronghold Legends: Steam Edition,11.99,404,123,,337,0,248,20,4,High
40990,Mafia,7.99,1727,180,,32,0,246,14,2,Low
41000,Serious Sam HD: The First Encounter,10.99,3950,269,,277,0,278,20,6,Medium
41070,Serious Sam 3: BFE,29.99,15574,1977,,378,1,136,20,6,High
41100,Hammerfight,3.99,1051,514,,256,0,334,12,1,Medium
41300,Altitude,0.0,1540,128,,333,1,35,11,3,High
41500,Torchlight,10.99,3825,317,,1108,0,193,20,3,High
41700,S.T.A.L.K.E.R.: Call of Pripyat,12.99,10172,470,,1969,0,243,20,8,High
41740,Cargo! The Quest for Gravity,6.99,260,72,,540,0,91,8,2,High
41800,Gratuitous Space Battles,10.99,505,168,,272,0,247,11,3,Medium
41900,The Bard's Tale,6.99,644,188,,43,0,155,11,2,Low
42120,Lead and Gold: Gangs of the Wild West,7.99,1471,545,,112,0,294,6,3,Low
42140,Hamilton's Great Adventure,6.99,169,83,,184,0,40,6,0,Medium
42170,Krater,10.99,429,329,,369,0,69,13,5,High
42500,DogFighter,1.99,232,152,,63,0,183,5,2,Low
42670,Singularity™,14.99,2766,227,,148,0,334,19,4,Medium
42700,Call of Duty®: Black Ops,29.99,14201,1839,,2672,0,163,20,6,High
42810,For The Glory: A Europa Universalis Game,7.99,59,25,,44,0,203,3,1,Low
42910,Magicka,7.99,20912,1964,,589,0,284,20,6,High
42960,Victoria II,14.99,4743,632,,2580,0,342,20,3,High
42980,Victoria I Complete,7.99,88,41,,17,0,240,4,1,Low
42990,Sword of the Stars II: Enhanced Edition,14.99,335,448,,38,0,312,10,2,Low
43000,Front Mission Evolved,7.99,481,310,,312,0,166,8,2,High
43100,World of Zoo,4.99,115,30,,115,0,274,4,0,Low
43190,The Haunted: Hells Reach,5.99,507,81,,285,0,178,11,5,Medium
44350,GRID 2,19.98,11953,3009,,340,0,142,20,6,High
44360,F1 2011,9.99,232,108,,3,0,342,4,1,Low
44680,RACE Injection,8.99,11,1,,1,0,210,2,0,Low
45100,Secret of the Magic Crystals,3.99,1342,265,,176,0,314,13,2,Medium
45300,Wings of Prey,6.99,314,148,,1154,0,255,8,2,High
45400,Fortix,0.99,802,69,,287,0,302,9,1,Medium
45450,Fortix 2,1.59,462,45,,487,0,247,8,2,High
45700,Devil May Cry 4,15.99,1620,144,,789,0,290,18,2,High
45710,Dark Void™,6.49,218,230,,143,0,123,8,2,Medium
45720,Lost Planet: Extreme Condition Colonies Edition,12.99,134,95,,65,1,154,5,1,Low
45740,Dead Rising® 2,14.99,2713,934,,1108,0,171,20,8,High
45750,Lost Planet® 2,12.99,998,504,,879,0,166,14,5,High
45760,Ultra Street Fighter® IV,22.99,8247,1141,,835,0,93,20,3,High
45770,Dead Rising 2: Off the Record,14.99,1387,376,,435,0,167,16,5,High
46260,Star Wolves 3: Civil War,3.99,312,89,,422,0,235,5,2,High
46400,Greed: Black Border,3.99,106,153,,28,0,337,9,3,Low
46410,Avencast: Rise of the Mage,6.99,348,175,,56,0,156,11,2,Low
46440,Future Wars,3.99,84,204,,3,0,309,6,2,Low
46450,Grotesque Tactics: Evil Heroes,6.99,217,140,,20,0,114,19,2,Low
46480,Still Life,5.59,431,98,,13,0,32,11,0,Low
46500,Syberia,9.99,2092,260,,293,0,122,15,0,High
46510,Syberia II,9.99,862,156,,227,0,228,13,0,Medium
46520,Wasteland Angel,6.99,167,119,,101,0,165,8,2,Low
46540,Trapped Dead,3.99,258,410,,142,0,114,6,3,Medium
46570,Grotesque Tactics 2 – Dungeons and Donuts,6.99,103,87,,105,0,174,17,2,Low
46790,Armada 2526,10.99,14,12,,399,0,126,5,1,High
47400,Stronghold 3 Gold,0.0,971,2385,,506,0,284,20,6,High
47410,Stronghold Kingdoms,0.0,4886,2609,,329,1,179,20,8,High
47700,Command & Conquer 4: Tiberian Twilight,9.99,378,1712,,160,0,340,6,3,Medium
47780,Dead Space™ 2,14.99,8943,493,,292,0,22,20,5,Medium
47790,Medal of Honor™,14.99,3209,1370,,133,0,56,18,6,Medium
47800,RISK™: Factions,7.99,405,214,,979,0,111,5,2,High
47810,Dragon Age: Origins - Ultimate Edition,19.99,8808,726,,686,0,128,20,3,High
47870,Need For Speed: Hot Pursuit,14.99,11405,2775,,467,0,54,20,5,High
47890,The Sims™ 3,24.99,11679,2493,,4730,0,44,20,5,High
48000,LIMBO,6.99,30321,1994,,117,0,50,20,1,Low
48110,Silent Hunter 5®: Battle of the Atlantic,25.99,516,752,,1520,0,269,10,2,High
48190,Assassin’s Creed® Brotherhood,12.49,6676,929,,600,0,56,20,4,High
48240,Anno 2070™,16.99,5653,3686,,879,0,148,20,5,High
48700,Mount & Blade: Warband,14.99,75872,2213,,7932,0,222,20,6,High
48720,Mount & Blade: With Fire & Sword,7.99,6236,1055,,723,0,210,20,6,High
48950,Greed Corp,6.99,399,68,,38,0,34,9,2,Low
49470,Magic: The Gathering - Duels of the Planeswalkers 2012,0.0,705,95,,935,0,26,9,2,High
49520,Borderlands 2,19.99,144595,11021,,3276,0,94,20,8,High
49600,Beat Hazard,6.99,6296,328,,437,1,174,20,4,High
49800,Flight of the Icarus,3.99,95,148,,22,0,305,3,1,Low
50000,Nimbus,5.99,179,10,,1,0,306,6,0,Low
50130,Mafia II,19.99,31445,1855,,1029,0,339,20,6,High
50300,Spec Ops: The Line,19.99,32361,2613,,293,1,135,20,4,High
50510,Burn Zombie Burn!,6.99,65,93,,3,0,319,2,1,Low
55000,Flotilla,6.99,166,25,,130,0,322,9,2,Low
55040,Atom Zombie Smasher,6.99,1397,180,,72,0,226,16,3,Low
55100,Homefront,14.99,5506,3685,,1772,0,131,14,6,High
55110,Red Faction®: Armageddon™,14.99,2674,1005,,307,0,104,16,6,High
55140,MX vs. ATV Reflex,14.99,1599,359,,1024,0,271,12,3,High
55150,"Warhammer 40,000: Space Marine",19.99,9847,998,,712,0,146,20,5,High
55230,Saints Row: The Third,6.99,44810,1877,,1848,0,113,20,8,High
57200,Puzzle Dimension,1.99,412,41,,8,0,96,4,0,Low
57300,Amnesia: The Dark Descent,14.99,20222,1199,,173,0,171,20,2,Medium
57640,Broken Sword: Director's Cut,4.99,1131,108,,1177,0,231,14,0,High
57650,Dungeons,6.99,214,266,,112,0,215,5,2,Low
57680,The First Templar - Steam Special Edition,6.99,473,208,,36,0,107,10,4,Low
57690,Tropico 4,12.49,8740,827,,518,0,236,20,2,High
57700,Who's That Flying?!,3.99,98,42,,25,0,158,4,1,Low
57740,Jagged Alliance - Back in Action,14.99,730,345,,185,0,93,12,3,Medium
57800,Doc Clock: The Toasted Sandwich of Time,2.99,79,92,,11,0,96,4,0,Low
57900,Duke Nukem Forever,14.99,4433,2243,,434,0,102,20,4,High
58200,Jolly Rover,6.99,249,31,,3,0,86,9,0,Low
58230,MacGuffin's Curse,6.99,81,16,,229,0,82,6,0,Medium
58400,Turba,3.49,46,83,,14,0,280,6,0,Low
58520,Blood Bowl - Legendary Edition,7.99,675,228,,284,0,294,10,2,Medium
58550,A Game of Thrones - Genesis,6.99,201,420,,8,0,154,4,2,Low
58570,The Next BIG Thing,6.99,352,59,,1,0,123,8,0,Low
58610,Wargame: European Escalation,7.99,1892,574,,11,0,85,15,3,Low
60600,ProtoGalaxy,0.0,30,22,,33,0,210,3,2,Low
61100,Lucid,4.99,171,53,,127,0,327,5,0,Low
61310,Fractal: Make Blooms Not War,4.99,140,44,,30,0,127,3,0,Low
61500,Age of Wonders,3.99,334,98,,161,0,256,10,3,Medium
61520,Age of Wonders Shadow Magic,6.99,225,35,,151,0,304,11,3,Medium
61600,Zen Bound 2,3.99,432,65,,133,0,266,6,0,Medium
61700,Might & Magic: Clash of Heroes,8.59,1293,157,,1595,0,182,16,4,High
61730,Critter Crunch,4.99,256,14,,137,0,175,10,2,Medium
62000,Flight Control HD,2.99,406,36,,85,0,267,8,2,Low
62100,Chime,3.99,564,39,,707,0,322,8,0,High
63000,HOARD,6.99,673,168,,31,0,76,10,4,Low
63110,Alter Ego,7.19,139,59,,12,0,266,4,0,Low
63200,Monday Night Combat,3.99,720,205,,101,0,108,12,4,Low
63500,Swords and Soldiers HD,6.99,572,160,,132,0,295,9,3,Low
63700,BIT.TRIP BEAT,6.99,616,140,,78,0,251,14,1,Low
63710,BIT.TRIP RUNNER,6.99,3058,490,,149,0,178,18,1,Medium
63800,Delve Deeper,3.99,225,159,,241,0,336,8,3,Medium
63910,King's Bounty: Crossworlds,11.99,492,47,,30,0,204,11,2,Low
63940,Men of War: Vietnam,5.59,399,247,,10,0,87,13,5,Low
64000,Men of War: Assault Squad,7.19,2881,416,,292,0,266,20,5,Medium
65400,Archon Classic,6.99,87,17,,16,0,220,7,1,Low
65530,SpellForce 2: Faith in Destiny,13.99,125,85,,1244,0,331,4,2,High
65540,Gothic 1,0.0,3396,523,,409,0,339,20,3,High
65560,Painkiller Redemption,4.49,206,196,,28,0,148,5,3,Low
65600,Gothic 3: Forsaken Gods Enhanced Edition,8.99,247,254,,1054,0,251,9,3,High
65610,ArcaniA: Fall of Setarrif,13.99,119,225,,5,0,308,6,2,Low
65730,Take On Helicopters,11.99,340,260,,2,0,318,6,3,Low
65740,Carrier Command: Gaea Mission,19.99,362,442,,81,0,155,11,4,Low
65780,ARMA: Gold Edition,5.99,548,209,,22,0,308,15,8,Low
65790,ARMA: Cold War Assault,3.49,3195,942,,28,0,338,20,7,Low
65800,Dungeon Defenders,9.99,10693,932,,1993,0,159,20,6,High
65930,The Bureau: XCOM Declassified,14.99,6661,2923,,201,0,207,19,7,Medium
65980,Sid Meier's Civilization®: Beyond Earth™,29.99,9555,8224,,932,0,294,20,3,High
67000,The Polynomial - Space of the music,4.99,331,114,,4,0,160,15,1,Low
67370,The Darkness II,19.99,11992,1234,,191,0,135,20,5,Medium
70000,Dino D-Day,6.99,12222,2367,,172,0,129,20,8,Medium
70100,Hacker Evolution,0.79,598,308,,189,0,342,4,0,Medium
70110,Hacker Evolution: Untold,0.79,192,148,,242,0,289,5,0,Medium
70120,Hacker Evolution Duality,0.79,176,298,,46,0,226,3,0,Low
70200,Governor of Poker 2,5.79,68,22,,387,0,275,4,0,High
70300,VVVVVV,3.99,6719,268,,76,0,123,20,2,Low
70400,Recettear: An Item Shop's Tale,12.99,5047,183,,764,0,334,20,3,High
70420,Chantelise - A Tale of Two Sisters,6.49,440,148,,53,0,141,13,2,Low
70600,Worms Ultimate Mayhem,10.99,2188,323,,689,0,96,14,3,High
70620,Worms Crazy Golf,6.99,400,88,,67,0,260,8,2,Low
70640,Worms,4.99,319,53,,2,0,301,11,3,Low
70650,Worms Blast,5.59,102,101,,23,0,264,4,1,Low
70660,Worms Pinball,5.59,140,184,,11,0,187,3,0,Low
70900,Star Ruler,7.19,229,44,,5,0,340,9,1,Low
71230,Crazy Taxi,5.59,1240,273,,17,0,299,9,2,Low
71240,SEGA Bass Fishing,5.59,325,62,,6,0,333,4,0,Low
71340,Sonic Generations Collection,0.0,6921,589,,165,0,116,20,1,Medium
72000,Closure,6.99,680,107,,72,0,335,12,0,Low
72400,Clones,0.79,245,80,,210,0,149,6,1,Medium
72850,The Elder Scrolls V: Skyrim,9.99,237303,14951,,7089,0,320,20,4,High
73010,Cities in Motion,14.99,605,179,,1,0,116,8,2,Low
73060,Defenders of Ardania,8.99,32,68,,28,0,96,3,1,Low
73210,Sengoku,7.99,205,110,,112,0,89,9,3,Low
78000,Bejeweled® 3,4.25,2670,126,,85,0,340,9,1,Low
80000,APOX,11.99,46,113,,104,0,60,4,2,Low
80200,Fate of the World,6.99,267,80,,123,0,341,11,1,Low
80310,Gemini Rue,6.99,1199,128,,97,0,139,17,1,Low
80360,Blackwell Deception,6.99,312,11,,205,0,324,14,0,Medium
91100,SkyDrift,6.99,771,98,,1329,0,285,7,2,High
91200,Anomaly: Warzone Earth,7.99,3300,481,,200,0,93,10,2,Medium
91330,Iron Front: Digital War Edition,10.99,434,275,,155,0,88,15,5,Medium
91600,Sanctum,7.19,2552,296,,153,1,330,20,9,Medium
91700,E.Y.E: Divine Cybermancy,6.99,4459,906,,413,0,129,20,7,High
91900,Post Apocalyptic Mayhem,6.99,1219,225,,193,0,77,7,2,Medium
92000,Hydrophobia: Prophecy,3.99,1270,827,,106,0,91,13,2,Low
92100,DETOUR,0.79,1107,673,,180,0,262,13,3,Medium
92200,Gundemonium Recollection,2.79,130,8,,78,0,275,10,2,Low
92210,Hitogata Happa,2.79,146,29,,5,0,68,8,2,Low
92220,GundeadliGne,2.79,124,22,,23,0,94,13,3,Low
92300,A.R.E.S.: Extinction Agenda,3.99,564,253,,191,0,124,13,2,Medium
92600,Xotic,7.19,121,39,,54,0,123,6,2,Low
92700,Shadow Harvest: Phantom Ops,6.99,36,79,,58,0,56,3,1,Low
92800,SpaceChem,6.99,3700,324,,177,0,275,19,1,Medium
93200,Revenge of the Titans,11.39,837,158,,121,0,61,15,3,Low
94200,Jamestown,6.99,1955,103,,79,0,296,20,3,Low
94300,The Dream Machine: Chapter 1 & 2,2.79,968,85,,68,0,153,20,0,Low
94400,Nidhogg,6.99,5480,758,,123,0,313,20,5,Low
94590,Puzzle Agent 2,6.99,588,86,,82,0,195,20,0,Low
95000,Super Splatters,6.99,120,35,,254,0,235,6,1,Medium
95300,Capsized,5.99,723,212,,152,0,308,16,2,Medium
95400,ibb & obb,8.99,3125,211,,255,1,232,18,4,Medium
95700,The Cat and the Coup,0.0,823,52,,12,0,207,7,0,Low
95900,Air Conflicts: Secret Wars,4.79,167,111,,20,0,155,7,2,Low
96000,The Tiny Bang Story,3.99,3923,567,,284,0,341,20,0,Medium
96100,Defy Gravity Extended,0.79,7553,1224,,158,0,112,20,4,Medium
96200,Steel Storm: Burning Retribution,11.39,181,115,,280,0,134,7,2,Medium
96800,Nexuiz,7.99,167,105,,9,0,127,4,2,Low
97000,Solar 2,6.99,1540,158,,229,0,65,17,2,Medium
97100,Section 8®: Prejudice™,6.99,707,217,,53,0,85,7,4,Low
97330,Magic: The Gathering - Duels of the Planeswalkers 2013,6.99,921,130,,1070,0,182,9,3,High
98100,Trauma,4.39,402,182,,7,0,68,11,0,Low
98200,Frozen Synapse,18.99,1990,430,,183,0,119,18,4,Medium
98300,Toy Soldiers,4.99,1032,108,,148,0,57,8,2,Medium
98400,Hard Reset Extended Edition,9.99,3225,656,,158,0,158,14,3,Medium
98600,Demolition Inc.,4.79,197,53,,101,0,101,8,2,Low
98800,Dungeons of Dredmor,3.49,3879,235,,800,0,121,20,2,High
99300,Renegade Ops,9.99,1773,297,,18,0,121,14,5,Low
99700,NightSky,6.99,748,100,,21,0,325,11,1,Low
99900,Spiral Knights,0.0,15666,3202,,275,0,132,20,7,Medium
99910,Puzzle Pirates,0.0,961,239,,107,0,152,10,3,Low
102200,Runespell: Overture,7.99,257,76,,96,0,123,7,1,Low
102500,Kingdoms of Amalur: Reckoning™,19.99,8523,1201,,252,0,145,20,4,Medium
102600,Orcs Must Die!,7.99,5371,180,,159,0,337,20,5,Medium
102810,Gatling Gears,7.99,87,20,,21,0,150,6,2,Low
102840,Shank 2,7.19,1707,373,,297,0,336,17,3,High
104000,iBomber Defense,2.99,148,51,,112,0,251,4,1,Low
104200,BEEP,1.59,4036,731,,140,0,170,20,3,Medium
104900,ORION: Prelude,0.79,22057,7558,,263,0,86,20,9,Medium
105000,A New Beginning - Final Cut,7.99,1000,314,,101,0,75,12,0,Low
105100,Lume,4.79,206,251,,8,0,123,8,0,Low
105450,Age of Empires® III: Complete Collection,29.99,13759,1801,,902,0,113,20,6,High
105600,Terraria,6.99,255600,7797,,5585,0,113,20,8,High
105700,Tobe's Vertical Adventure,0.79,80,50,,17,0,138,6,1,Low
105800,PixelJunk™ Eden,6.99,558,140,,65,0,127,13,1,Low
107100,Bastion,11.39,27887,1098,,391,0,95,20,2,High
107200,Space Pirates and Zombies,6.99,2315,202,,225,0,148,18,6,Medium
107300,Breath of Death VII,0.0,994,187,,30,0,303,18,1,Low
107310,Cthulhu Saves the World,0.0,2868,222,,351,0,308,19,2,High
107410,Arma 3,29.99,105034,12524,,18823,0,298,20,9,High
107600,Waves,3.99,974,60,,11,0,160,14,2,Low
108200,Ticket to Ride,6.99,1476,283,,607,1,151,13,2,High
108210,Memoir '44 Online,0.0,177,119,,7,0,120,10,2,Low
108500,Vessel,14.99,540,70,,21,0,180,13,2,Low
108600,Project Zomboid,9.99,17273,2606,,658,1,275,19,6,High
108710,Alan Wake,11.39,22962,2163,,239,0,150,20,3,Medium
108800,Crysis 2 - Maximum Edition,19.99,6724,1432,,176,0,92,20,7,Medium
109600,Neverwinter,0.0,18517,5297,,1273,0,242,20,7,High
110800,L.A. Noire,19.99,14096,2315,,428,0,293,20,4,High
111100,Snuggle Truck,3.99,363,81,,199,0,308,6,0,Medium
111400,Bunch of Heroes,3.99,180,206,,27,0,106,5,4,Low
111600,Serious Sam Double D XXL,6.99,514,92,,527,0,119,8,2,High
112100,Avadon: The Black Fortress,6.99,342,76,,13,0,71,18,2,Low
113020,Monaco: What's Yours Is Mine,10.99,7237,749,,183,1,150,20,5,Medium
113200,The Binding of Isaac,3.99,43227,1923,,1849,0,49,20,4,High
113400,APB Reloaded,0.0,20028,11779,,3835,0,297,20,8,High
113420,Fallen Earth Free2Play,0.0,3938,3142,,107,0,313,20,10,Low
115100,Costume Quest,6.99,2635,210,,219,0,65,19,1,Medium
115110,Stacking,6.99,1271,155,,238,0,108,15,0,Medium
115120,Iron Brigade,10.99,573,124,,21,0,84,10,4,Low
115200,Cossacks II: Napoleonic Wars,3.99,151,183,,17,0,193,3,1,Low
115220,American Conquest: Fight Back,3.99,151,73,,2,0,153,3,1,Low
115320,Prototype 2,19.99,5411,2244,,698,0,42,20,6,High
115800,Owlboy,18.99,3542,555,,613,0,241,20,3,High
200010,Quantum Conundrum,6.99,1224,225,,162,0,157,16,1,Medium
200130,Puzzler World 2,4.99,150,44,,61,0,140,4,1,Low
200170,Worms Revolution,10.99,3922,686,,445,0,97,20,4,High
200210,Realm of the Mad God,0.0,23414,4728,,3531,1,158,20,9,High
200260,Batman: Arkham City - Game of the Year Edition,14.99,25995,1255,,1554,0,91,20,3,High
200370,A Game of Dwarves,7.99,275,167,,991,0,211,8,1,High
200390,Oil Rush,5.59,173,170,,9,1,312,7,1,Low
200490,Memento Mori,9.99,68,48,,4,0,72,4,0,Low
200510,XCOM: Enemy Unknown,14.99,36630,2072,,1470,1,58,20,4,High
200550,Dungeons - The Dark Lord,14.99,65,113,,3,0,131,5,3,Low
200710,Torchlight II,14.99,29539,1757,,1037,1,205,20,5,High
200900,Cave Story+,10.99,5120,230,,150,0,121,20,2,Medium
201070,Revelations 2012,0.0,188,133,,8,1,143,5,4,Low
201210,Pox Nora,0.0,384,148,,2,0,141,12,4,Low
201230,EverQuest II,0.0,846,319,,548,0,124,17,7,High
201290,Sins of a Solar Empire: Trinity®,15.49,428,149,,145,0,172,7,2,Medium
201420,Toki Tori 2+,10.99,671,130,,109,0,211,18,2,Low
201480,Serious Sam: The Random Encounter,3.99,330,310,,18,0,78,9,2,Low
201510,Flatout 3: Chaos & Destruction,6.99,290,1874,,19,0,153,16,2,Low
201570,Really Big Sky,3.99,1429,462,,247,0,55,14,2,Medium
201790,Orcs Must Die! 2,11.99,13321,682,,429,0,227,20,7,High
201810,Wolfenstein: The New Order,14.99,26727,3011,,539,0,333,20,3,High
201870,Assassin's Creed® Revelations,12.49,5912,1055,,1153,0,120,20,5,High
